,MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
12868,35148,Nyanta no wo Tanjoubi wa Kaji Sawagi!,Unknown,Kids,Unknown,ニャン太のおたんじょう日は火事さわぎ！,OVA,1,2002,Unknown,Unknown,Unknown,Unknown,Original,11 min.,G - All Ages,11232.0,17112,74,0,4,23,1,23,23,3.0,Unknown,4.0,Unknown,2.0,2.0,1.0,1.0,Unknown,3.0
12778,35041,Uchuu Bouei-tai Taabou no Shinkirou Hoshi wo Sukue!,Unknown,"Kids, Sci-Fi",Unknown,宇宙防衛隊たあ坊のしんきろう星を救え!,OVA,1,1993,Unknown,Sanrio,Unknown,Unknown,Original,30 min.,G - All Ages,12666.0,16458,114,0,8,32,2,36,36,5.0,Unknown,3.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0
8094,19523,Fuurinkanzan,5.74,Hentai,Unknown,風輪奸山,OVA,1,"Aug 30, 2013",Unknown,Angelfish,Unknown,Unknown,Visual novel,25 min.,Rx - Hentai,Unknown,8132,2645,2,342,1250,147,135,771,50.0,40.0,65.0,156.0,182.0,176.0,93.0,62.0,29.0,29.0
11145,31865,Kare Baka: Wagahai no Kare wa Baka de R,5.88,"Comedy, Romance, School",Unknown,カレバカ～吾輩ノ彼ハ馬鹿でR～,ONA,8,"Oct 16, 2015 to Jan 22, 2016",Unknown,Unknown,Unknown,Sakura Create,Manga,5 min. per ep.,PG-13 - Teens 13 or older,8590.0,5529,7437,10,549,3885,257,467,2279,104.0,107.0,255.0,595.0,831.0,632.0,299.0,134.0,86.0,64.0
13405,36081,Tengoku,Unknown,Music,Heaven,天国,Music,1,"Apr 16, 2012",Unknown,Unknown,Unknown,Onionskin,Music,3 min.,G - All Ages,12432.0,16052,135,0,6,93,3,7,26,4.0,Unknown,1.0,10.0,5.0,13.0,8.0,11.0,1.0,6.0
12021,33706,Gui Bao: Baoxiao Chuang Yuzhou,Unknown,"Sci-Fi, Comedy, Kids",Kwai Boo,桂宝之爆笑闯宇宙,Movie,1,"Aug 6, 2015",Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 35 min.,G - All Ages,14203.0,17447,47,0,4,19,3,10,11,1.0,Unknown,2.0,Unknown,5.0,3.0,1.0,Unknown,1.0,3.0
8052,19285,Shingeki no Kyojin: Ano Hi Kara,7.14,"Action, Drama, Fantasy, Shounen, Super Power",Attack on Titan:Since That Day,進撃の巨人 総集編「あの日から」,Special,1,"Jul 7, 2013",Unknown,"Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Pony Canyon Enterprise",Funimation,Wit Studio,Manga,24 min.,R - 17+ (violence & profanity),3016.0,1408,99123,351,1887,80011,708,859,15658,6891.0,5525.0,8677.0,13184.0,8257.0,4612.0,1326.0,587.0,402.0,519.0
5788,9494,Soukyuu no Fafner: Arcadian Memory,6.55,"Action, Military, Sci-Fi, Drama, Mecha",Fafner of the Blue Sky:Arcadian Memory,蒼穹のファフナー Arcadian Memory,OVA,2,"Nov 2, 2005 to Jan 12, 2006",Unknown,King Records,Unknown,Xebec,Unknown,32 min. per ep.,PG-13 - Teens 13 or older,5607.0,8138,2625,1,96,1037,40,102,1350,37.0,38.0,95.0,170.0,153.0,97.0,13.0,6.0,8.0,11.0
9702,28063,Sword Art Online II: Sword Art Offline II,6.55,Comedy,Unknown,そーどあーと・おふらいん つー,Special,9,"Oct 22, 2014 to Jun 24, 2015",Unknown,"Aniplex, I was a Ballerina",Aniplex of America,A-1 Pictures,Light novel,13 min. per ep.,PG-13 - Teens 13 or older,5610.0,2291,48525,198,1850,30105,1345,1701,13524,2237.0,1509.0,2415.0,4282.0,3857.0,2388.0,1181.0,588.0,452.0,485.0
7875,18377,Ganbare!! Tabuchi-kun!! Gekitou Pennant Race,Unknown,"Comedy, Sports",Unknown,がんばれ!!タブチくん!! 激闘ペナントレース,Movie,1,"May 3, 1980",Unknown,Unknown,Unknown,Tokyo Movie Shinsha,4-koma manga,1 hr. 35 min.,PG-13 - Teens 13 or older,14075.0,14258,240,0,11,88,5,54,82,3.0,Unknown,5.0,6.0,10.0,9.0,11.0,4.0,3.0,3.0
12570,34705,Tejina Shi,Unknown,"Kids, Magic",Unknown,手品師,Movie,1,Unknown,Unknown,Unknown,Unknown,Liberty Animation Studio,Original,Unknown,G - All Ages,12419.0,16611,109,0,8,15,3,35,48,3.0,Unknown,Unknown,3.0,2.0,Unknown,1.0,Unknown,Unknown,2.0
7353,15937,Monster Farm 5: Circus Caravan OVA - Kessei!! Orcoro Circus,5.55,"Action, Fantasy, Shounen",Unknown,モンスターファーム5　サーカスキャラバン オリジナルアニメーション 「結成!!オルコロサーカス」,OVA,1,"Nov 16, 2005",Unknown,Unknown,Unknown,Unknown,Game,8 min.,G - All Ages,9576.0,11446,666,1,22,273,20,51,300,10.0,4.0,6.0,20.0,39.0,38.0,20.0,14.0,12.0,5.0
3709,4550,Hyakko,7.26,"Comedy, School, Slice of Life",Unknown,ヒャッコ,TV,13,"Oct 2, 2008 to Dec 25, 2008",Fall 2008,Flex Comix,Nozomi Entertainment,Nippon Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2525.0,2524,40506,116,1653,22740,1785,2550,11778,930.0,2281.0,4916.0,5634.0,2821.0,1424.0,483.0,217.0,93.0,80.0
13959,36942,Cinderella Girls Gekijou 2nd Season Specials,6.37,"Slice of Life, Comedy",Unknown,シンデレラガールズ劇場 第2期,Special,3,"Nov 29, 2017 to Jan 24, 2018",Unknown,Unknown,Unknown,"Gathering, Lesprit",4-koma manga,2 min. per ep.,PG-13 - Teens 13 or older,6566.0,9573,1502,0,86,482,41,69,824,29.0,15.0,41.0,59.0,69.0,51.0,13.0,7.0,4.0,11.0
4975,7333,Koisuru Tenshi Angelique: Kagayaki no Ashita Special,6.71,"Fantasy, Romance",Loving Angel Angelique:Radiant Tomorrow Special,恋する天使アンジェリーク ～かがやきの明日～ OVA,Special,1,"Apr 8, 2007",Unknown,Unknown,Unknown,Unknown,Unknown,26 min.,PG-13 - Teens 13 or older,4857.0,8947,1917,1,55,1118,38,49,657,59.0,54.0,99.0,226.0,156.0,89.0,27.0,10.0,9.0,6.0
15377,39140,Hong Mao Lan Tu: Qi Xia Waizhuan,Unknown,Kids,Unknown,虹猫蓝兔七侠 外传,TV,52,"Mar 11, 2017 to Oct 15, 2017",Spring 2017,Unknown,Unknown,Unknown,Unknown,12 min. per ep.,G - All Ages,14484.0,17140,70,0,4,20,1,22,23,3.0,Unknown,Unknown,1.0,3.0,1.0,Unknown,Unknown,Unknown,6.0
3425,3983,Mujintou Monogatari X,5.52,Hentai,Desert Island Story X,無人島物語Ｘ,OVA,4,"Jul 24, 1998 to Apr 23, 1999",Unknown,"Pink Pineapple, NuTech Digital",Unknown,Unknown,Unknown,30 min. per ep.,Rx - Hentai,Unknown,10417,1021,2,90,477,41,84,329,20.0,14.0,24.0,35.0,54.0,91.0,39.0,30.0,14.0,20.0
6919,13185,Juusen Battle Monsuno,6.31,"Action, Adventure",Monsuno:World Master,獣旋バトル モンスーノ,TV,52,"Oct 3, 2012 to Sep 25, 2013",Fall 2012,"TV Tokyo, Dentsu, Dentsu Tec",Dentsu Entertainment USA,Larx Entertainment,Unknown,22 min. per ep.,PG - Children,6848.0,6333,5356,15,437,2404,340,603,1572,142.0,113.0,264.0,464.0,502.0,353.0,175.0,91.0,46.0,45.0
17553,48466,Kyoukai Senki,Unknown,"Action, Mecha",Unknown,境界戦機,TV,Unknown,"Oct, 2021 to ?",Fall 2021,Bandai Spirits,Unknown,Sunrise Beyond,Original,Unknown,Unknown,Unknown,17561,454,0,1,0,0,0,453,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
6163,10330,Bakugan Battle Brawlers: Mechtanium Surge,6.15,"Action, Adventure, Fantasy, Game, Shounen",Bakugan:Mechtanium Surge,爆丸バトルブローラーズ Mechtanium Surge,TV,46,"Feb 13, 2011 to Jan 26, 2012",Winter 2011,Unknown,Nelvana,TMS Entertainment,Unknown,24 min. per ep.,G - All Ages,7562.0,2889,31671,150,749,26282,437,1236,2967,1215.0,908.0,1905.0,3885.0,4399.0,3189.0,1469.0,741.0,433.0,279.0
2087,2281,Jikuu Tantei Genshi-kun,6.31,"Adventure, Comedy, Fantasy, Mystery, Sci-Fi, Shounen",Flint the Time Detective,時空探偵ゲンシクン,TV,39,"Oct 1, 1998 to Jun 24, 1999",Fall 1998,"Nihon Ad Systems, Sanrio",Saban Entertainment,Group TAC,Original,25 min. per ep.,PG - Children,6852.0,5380,7925,16,205,5239,347,887,1247,149.0,193.0,504.0,1046.0,1059.0,695.0,295.0,120.0,64.0,39.0
1961,2142,Blue Dragon,6.41,"Adventure, Comedy, Fantasy, Supernatural",Unknown,ブルー・ドラゴン,TV,51,"Apr 7, 2007 to Mar 29, 2008",Spring 2007,Pony Canyon,VIZ Media,Studio Pierrot,Game,25 min. per ep.,PG - Children,6361.0,2458,42896,113,2058,26860,2522,4851,6605,895.0,1115.0,2921.0,5890.0,5482.0,3594.0,1430.0,646.0,293.0,239.0
12031,33724,Monster Strike The Movie: Hajimari no Basho e,6.81,"Action, Fantasy, Game",Monster Strike The Movie:To The Place of Beginnings,モンスターストライク THE MOVIE はじまりの場所へ,Movie,1,"Dec 10, 2016",Unknown,"Warner Bros. Japan, Ultra Super Pictures, XFLAG, XFLAG Pictures",Unknown,LIDENFILMS,Game,1 hr. 44 min.,G - All Ages,4404.0,7249,3770,4,203,1063,102,110,2292,65.0,64.0,119.0,228.0,144.0,71.0,24.0,20.0,7.0,6.0
16798,41911,Hanyou no Yashahime: Sengoku Otogizoushi,6.86,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Fantasy",Yashahime:Princess Half-Demon,半妖の夜叉姫,TV,24,"Oct 3, 2020 to ?",Fall 2020,"Shogakukan, Yomiuri TV Enterprise",VIZ Media,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,4189.0,1709,77864,488,33465,2,3207,4588,36602,1149.0,1010.0,2219.0,3473.0,2219.0,1340.0,556.0,202.0,100.0,350.0
10080,29629,Coffee Break,4.97,Dementia,Unknown,コーヒーブレイク,Movie,1,1977,Unknown,Unknown,Unknown,Unknown,Unknown,3 min.,G - All Ages,10609.0,10999,790,0,10,631,5,33,111,12.0,4.0,12.0,48.0,80.0,119.0,55.0,44.0,35.0,33.0
5915,9806,Qin Shi Ming Yue: Bai Bu Fei Jian,6.38,"Action, Historical, Martial Arts, Fantasy",Qin's Moon:Hundred Steps Flying Sword,秦时明月,TV,10,"Feb 14, 2007 to Feb 23, 2007",Winter 2007,Unknown,Unknown,Sparkly Key Animation Studio,Novel,22 min. per ep.,PG-13 - Teens 13 or older,6510.0,7944,2840,18,280,581,88,176,1715,49.0,31.0,60.0,100.0,101.0,59.0,32.0,17.0,7.0,15.0
7347,15911,Yuyushiki,7.38,"Slice of Life, Comedy, School, Seinen",Yuyushiki,ゆゆ式,TV,12,"Apr 10, 2013 to Jun 26, 2013",Spring 2013,"Geneon Universal Entertainment, Magic Capsule, Showgate, Houbunsha, Exit Tunes",Sentai Filmworks,Kinema Citrus,4-koma manga,23 min. per ep.,PG-13 - Teens 13 or older,2006.0,1553,88623,564,5080,42054,3168,3549,34772,2324.0,4542.0,9099.0,10347.0,4680.0,2206.0,760.0,284.0,127.0,135.0
11389,32491,Kanojo to Kanojo no Neko: Everything Flows,7.7,"Slice of Life, Psychological, Romance",Unknown,彼女と彼女の猫 -Everything Flows-,TV,4,"Mar 4, 2016 to Mar 25, 2016",Winter 2016,"Lantis, CoMix Wave Films",Discotek Media,LIDENFILMS,Original,7 min. per ep.,G - All Ages,1038.0,1473,94272,490,3542,54707,1283,903,33837,5511.0,6683.0,12607.0,11185.0,4606.0,1961.0,480.0,193.0,104.0,83.0
1930,2110,Rockman.EXE Beast,7.06,"Action, Adventure, Game, Mecha, Sci-Fi, Shounen",Unknown,ロックマン エグゼ ＢＥＡＳＴ,TV,25,"Oct 1, 2005 to Apr 1, 2006",Fall 2005,"TV Tokyo, Shogakukan-Shueisha Productions, Shogakukan Music & Digital Entertainment",Unknown,Xebec,Game,25 min. per ep.,PG - Children,3409.0,5743,6781,17,222,3897,258,248,2156,223.0,270.0,485.0,879.0,472.0,205.0,66.0,26.0,12.0,12.0
3570,4250,Kore ga UFO da! Soratobu Enban,4.89,"Sci-Fi, Space",That is an UFO! The Flying Saucer,これがＵＦＯだ！ 空飛ぶ円盤,Movie,1,"Mar 21, 1975",Unknown,Unknown,Unknown,Toei Animation,Original,15 min.,PG - Children,10679.0,10404,1026,1,29,707,10,46,234,10.0,5.0,23.0,47.0,91.0,130.0,86.0,61.0,48.0,41.0
15032,38646,King of Prism: Shiny Seven Stars II - Kakeru x Joji x Minato,Unknown,"Music, Sports, Shoujo",Unknown,KING OF PRISM -Shiny Seven Stars- II カケルxジョージxミナト,Movie,1,"Mar 23, 2019",Unknown,Unknown,Unknown,Tatsunoko Production,Original,Unknown,PG-13 - Teens 13 or older,15028.0,11361,685,2,26,118,13,53,475,11.0,6.0,8.0,14.0,12.0,7.0,7.0,4.0,1.0,12.0
6162,10327,Cosplay Roshutsu Kenkyuukai,6.14,Hentai,Unknown,コスプレ露出研究会,OVA,2,"Apr 22, 2011 to Jul 22, 2011",Unknown,Studio 9 MAiami,Unknown,Unknown,Visual novel,19 min. per ep.,Rx - Hentai,Unknown,7079,4001,13,318,2303,171,170,1039,99.0,79.0,168.0,312.0,319.0,218.0,139.0,51.0,55.0,31.0
229,253,Jungle wa Itsumo Hare nochi Guu,7.84,"Slice of Life, Comedy, School",Haré+Guu,ジャングルはいつもハレのちグゥ,TV,26,"Apr 3, 2001 to Sep 25, 2001",Spring 2001,"Bandai Visual, Sotsu",Funimation,Shin-Ei Animation,Manga,23 min. per ep.,PG-13 - Teens 13 or older,757.0,2987,29653,397,1349,14766,2043,1893,9602,1621.0,2589.0,3825.0,2819.0,1183.0,546.0,220.0,103.0,68.0,67.0
12051,33756,Hen Xi You,Unknown,"Action, Supernatural, Fantasy",Unknown,狠西游,ONA,20,"Jun, 2016 to Nov 28, 2016",Unknown,Unknown,Unknown,Vasoon Animation,Web manga,14 min. per ep.,PG-13 - Teens 13 or older,14370.0,10862,837,0,83,60,23,40,631,6.0,1.0,7.0,10.0,15.0,10.0,2.0,1.0,1.0,2.0
12691,34910,Heya (Music),5.33,Music,The Room,部屋,Music,1,2011,Unknown,Unknown,Unknown,Unknown,Original,3 min.,PG - Children,10095.0,13287,323,0,5,247,5,13,53,6.0,1.0,6.0,19.0,32.0,42.0,30.0,16.0,9.0,14.0
6477,11069,Pokemon: Pikachu no Fushigi na Fushigi na Daibouken,6.33,"Adventure, Comedy, Fantasy, Kids",Pokemon:Pikachu's Big Mysterious Adventure,ピカチュウのふしぎなふしぎな大冒険,Special,1,"Aug 1, 2010",Unknown,Unknown,Unknown,OLM,Unknown,21 min.,PG - Children,6717.0,6452,5064,1,71,3331,88,114,1460,146.0,102.0,202.0,406.0,504.0,343.0,135.0,45.0,24.0,22.0
4212,5581,"Kaitei Daisensou: Ai no 20,000 Miles",5.39,"Action, Adventure",Unknown,"海底大戦争 愛の20,000マイル",Special,1,"Jan 3, 1981",Unknown,Unknown,Unknown,Tatsunoko Production,Novel,1 hr. 13 min.,G - All Ages,9948.0,12555,420,2,20,179,9,34,178,9.0,Unknown,3.0,14.0,15.0,35.0,17.0,9.0,11.0,7.0
626,671,Lemon Angel Project,6.59,"Drama, Music",Unknown,レモン エンジェル プロジェクト,TV,13,"Jan 6, 2006 to Mar 31, 2006",Winter 2006,Radix,Unknown,Unknown,Other,24 min. per ep.,PG - Children,5454.0,5550,7331,21,301,3211,370,534,2915,132.0,238.0,378.0,661.0,592.0,361.0,169.0,80.0,48.0,24.0
5300,8241,Rio: Rainbow Gate!,5.89,"Game, Comedy, Ecchi",Rio - Rainbow Gate!:Reshuffle,リオ レインボーゲート!,TV,13,"Jan 4, 2011 to Mar 29, 2011",Winter 2011,"Avex Entertainment, Pony Canyon",Media Blasters,Xebec,Other,23 min. per ep.,PG-13 - Teens 13 or older,8551.0,2772,34028,36,2142,14909,1598,5111,10268,395.0,525.0,1273.0,2603.0,2791.0,2350.0,1552.0,838.0,604.0,399.0
8367,20973,Sekai Seifuku: Bouryaku no Zvezda,7.09,"Action, Comedy, Fantasy",World Conquest Zvezda Plot,世界征服～謀略のズヴィズダー～,TV,12,"Jan 12, 2014 to Mar 30, 2014",Winter 2014,"Aniplex, Dentsu, flying DOG, Notes, Atelier Musa, Ichijinsha",Aniplex of America,A-1 Pictures,Original,24 min. per ep.,PG-13 - Teens 13 or older,3234.0,1227,119408,300,7030,61046,4200,5920,41212,2216.0,4618.0,11442.0,15617.0,8165.0,3796.0,1563.0,581.0,260.0,170.0
17180,42947,Qin Xia,6.42,"Action, Adventure, Fantasy",The Warrior From Qin,秦侠,ONA,12,"Oct 16, 2020 to Dec 25, 2020",Unknown,Unknown,Unknown,Unknown,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,6322.0,10275,1077,16,256,225,34,51,511,17.0,10.0,37.0,61.0,53.0,29.0,10.0,4.0,4.0,5.0
1418,1562,Yamato Nadeshiko Shichihenge♥,7.76,"Comedy, Shoujo",The Seven Metamorphoses of Yamato Nadeshiko,ヤマトナデシコ七変化♥,TV,25,"Oct 4, 2006 to Mar 28, 2007",Fall 2006,Unknown,"ADV Films, Funimation",Nippon Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,902.0,1104,133452,2464,6158,87812,5333,6588,27561,10339.0,13246.0,18297.0,15769.0,7275.0,3639.0,1626.0,606.0,374.0,296.0
10289,30016,Nanbaka,7.34,"Action, Comedy, Drama",Nanbaka,ナンバカ,TV,13,"Oct 5, 2016 to Dec 28, 2016",Fall 2016,"Nihon Ad Systems, DAX Production, Sony Music Communications, comico, Tokuma Japan Communications, Nelke Planning",Funimation,Satelight,Web manga,23 min. per ep.,PG-13 - Teens 13 or older,2167.0,620,233884,1678,20690,126706,10282,17708,58498,8636.0,12461.0,25496.0,29860.0,13844.0,6768.0,3036.0,1371.0,678.0,466.0
13589,36371,Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,8.22,"Action, Drama, Military, Sci-Fi, Space",Unknown,銀河英雄伝説 Die Neue These 星乱 第3章,Movie,4,"Nov 29, 2019",Unknown,Shochiku,Unknown,Production I.G,Novel,25 min. per ep.,R - 17+ (violence & profanity),292.0,4161,14980,45,446,8416,116,113,5889,916.0,1789.0,2610.0,1025.0,225.0,67.0,22.0,46.0,8.0,17.0
16529,41146,Kandagawa Jet Girls OVA,5.6,"Sports, Ecchi",Unknown,神田川JET GIRLS,OVA,1,"Jan 24, 2020",Unknown,Unknown,Unknown,TNK,Original,22 min.,R+ - Mild Nudity,9430.0,6774,4493,3,240,2595,68,65,1525,76.0,45.0,117.0,257.0,468.0,430.0,188.0,132.0,60.0,50.0
4624,6519,Tamagotchi Honto no Hanashi,Unknown,Kids,Unknown,たまごっちホントのはなし,Movie,1,"Jul 12, 1997",Unknown,Unknown,Unknown,Unknown,Unknown,9 min.,G - All Ages,12373.0,13830,271,0,10,92,6,49,114,5.0,1.0,7.0,12.0,9.0,13.0,4.0,1.0,3.0,2.0
2612,2836,Chiisana Viking Vickie,6.58,"Adventure, Comedy, Historical, Kids",Unknown,小さなバイキングビッケ,TV,78,"Apr 3, 1974 to Sep 24, 1975",Spring 1974,Mushi Production,Unknown,Nippon Animation,Unknown,24 min. per ep.,G - All Ages,5464.0,8200,2565,4,52,1796,75,261,381,89.0,70.0,179.0,352.0,313.0,206.0,66.0,22.0,12.0,14.0
803,888,Megami Kouhosei,6.4,"Action, Mecha, Military, Sci-Fi, Space",Unknown,女神候補生,TV,12,"Jan 20, 2000 to Mar 27, 2000",Winter 2000,"Bandai Visual, ING","Bandai Entertainment, Discotek Media",Xebec,Manga,24 min. per ep.,PG-13 - Teens 13 or older,6407.0,3724,19271,58,553,12496,726,1193,4303,401.0,673.0,1423.0,2435.0,2003.0,1368.0,701.0,304.0,196.0,121.0
9790,28495,Sidonia no Kishi Movie,7.28,"Action, Mecha, Sci-Fi, Seinen, Space",Unknown,劇場版「シドニアの騎士」,Movie,1,"Mar 6, 2015",Unknown,Unknown,Sentai Filmworks,Polygon Pictures,Manga,2 hr. 14 min.,R - 17+ (violence & profanity),2446.0,4889,10033,10,355,3861,204,170,5443,204.0,271.0,688.0,806.0,299.0,143.0,35.0,22.0,8.0,18.0
3443,4017,Magical Moe,5.39,"Hentai, Magic",Magical Moe,Magicalもえ,OVA,1,"Aug 24, 2007",Unknown,Animac,Unknown,Blue Cat,Original,24 min.,Rx - Hentai,Unknown,9261,1694,5,124,747,75,104,644,18.0,15.0,29.0,53.0,92.0,95.0,68.0,43.0,20.0,41.0
9184,24705,"Ore, Twintail ni Narimasu.",6.51,"Action, Comedy, Romance, Fantasy, School, Shounen",Gonna be the Twin-Tail!!,俺、ツインテールになります。,TV,12,"Oct 10, 2014 to Dec 26, 2014",Fall 2014,"Pony Canyon, TBS, DAX Production, Daiichikosho, Shogakukan",Funimation,Production IMS,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,5816.0,1139,129384,471,8357,66515,5031,11877,37604,3140.0,3404.0,7712.0,13768.0,11413.0,6823.0,4045.0,1973.0,1266.0,945.0
12537,34658,Nekopara OVA,6.98,"Comedy, Romance",Unknown,ネコぱらOVA,OVA,1,"Dec 22, 2017",Unknown,Unknown,Unknown,Felix Film,Visual novel,58 min.,PG-13 - Teens 13 or older,3715.0,1874,65736,339,1901,41962,532,577,20764,3352.0,2527.0,5546.0,9230.0,5519.0,2886.0,1188.0,650.0,366.0,269.0
11829,33295,Xian Yue Meng Ying,Unknown,"Action, Shounen Ai, Supernatural",Reflection of Crescent,弦月梦影,OVA,1,Unknown,Unknown,Unknown,Unknown,Unknown,Original,Unknown,PG-13 - Teens 13 or older,Unknown,8590,2234,12,0,0,0,0,2234,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
4745,6783,ef: A Tale of Memories. - Recollections,7.33,"Mystery, Drama, Romance",ef ~ A Tale of Melodies - Recollections,ef - a tale of memories. ~Recollections~,Special,1,"Sep 26, 2008",Unknown,Rondo Robe,Unknown,Shaft,Visual novel,58 min.,PG-13 - Teens 13 or older,2212.0,4517,12174,10,242,5998,254,192,5488,428.0,468.0,846.0,1075.0,510.0,239.0,84.0,24.0,21.0,31.0
1119,1227,Shuten Douji,5.74,"Space, Supernatural, Demons, Historical, Horror, Sci-Fi, Shounen",Shuten Doji - The Star Hand Kid,手天童子,OVA,4,"Dec 21, 1989 to Dec 21, 1991",Unknown,Dynamic Planning,ADV Films,Studio Signal,Manga,50 min. per ep.,R+ - Mild Nudity,9036.0,8310,2488,4,142,943,65,113,1225,21.0,21.0,72.0,170.0,166.0,149.0,78.0,41.0,36.0,22.0
3009,3401,Aru Tabibito no Nikki Specials,6.39,"Adventure, Fantasy",Unknown,或る旅人の日記,Special,3,"Feb 11, 2006",Unknown,Robot Communications,Unknown,Unknown,Original,4 min. per ep.,G - All Ages,6468.0,5667,7009,5,54,5846,81,67,961,219.0,295.0,563.0,1038.0,1069.0,717.0,254.0,138.0,69.0,50.0
8900,23317,Kuroshitsuji: Book of Murder,8.12,"Action, Mystery, Comedy, Historical, Demons, Supernatural, Shounen",Black Butler:Book of Murder,黒執事 Book of Murder,OVA,2,"Jan 28, 2015 to Feb 25, 2015",Unknown,DeNA,Funimation,A-1 Pictures,Manga,58 min. per ep.,R - 17+ (violence & profanity),395.0,822,183467,1217,4804,133063,1889,1469,42242,16971.0,20030.0,26293.0,17623.0,6262.0,2415.0,706.0,268.0,124.0,183.0
8127,19703,Kyousou Giga (TV),7.78,"Action, Fantasy, Supernatural",Kyousougiga,京騒戯画,TV,10,"Oct 10, 2013 to Dec 19, 2013",Fall 2013,"Asatsu DK, Dwango, Sony Music Communications, Bandai Channel, Aoni Production",Discotek Media,Toei Animation,Original,25 min. per ep.,PG-13 - Teens 13 or older,864.0,1011,147410,1768,9290,52450,6239,4133,75298,4777.0,8789.0,13310.0,10161.0,4197.0,1771.0,699.0,208.0,126.0,118.0
3536,4178,Dream Hazard: Akuma no Program,4.68,Hentai,Dream Hazard,ドリームハザード -悪魔のプログラム-,OVA,1,"Feb 25, 1998",Unknown,NuTech Digital,Central Park Media,Unknown,Manga,27 min.,Rx - Hentai,Unknown,10178,1130,1,64,633,42,80,311,14.0,8.0,8.0,28.0,46.0,84.0,79.0,45.0,52.0,52.0
2497,2714,Sotsugyou: Graduation,5.96,"Drama, School",Graduation,卒業~Graduation~,OVA,2,"Jan 21, 1995 to Feb 21, 1995",Unknown,Bandai Visual,Unknown,Unknown,Visual novel,30 min. per ep.,PG-13 - Teens 13 or older,8350.0,10369,1044,0,45,436,27,32,504,19.0,7.0,21.0,61.0,90.0,61.0,27.0,17.0,4.0,4.0
919,1014,Chicchana Yukitsukai Sugar Specials,7.02,"Slice of Life, Magic, Comedy, Shoujo",Sugar:A Little Snow Fairy Summer Special,ちっちゃな雪使いシュガー特別編,Special,2,"Aug 21, 2003 to Aug 28, 2003",Unknown,"Kadokawa Shoten, Broccoli, TBS, Pioneer LDC","Sentai Filmworks, Geneon Entertainment USA",J.C.Staff,Original,24 min. per ep.,G - All Ages,3554.0,6547,4875,14,94,3188,103,94,1396,148.0,236.0,412.0,652.0,367.0,217.0,52.0,24.0,7.0,13.0
16580,41226,Uzaki-chan wa Asobitai!,7.05,"Slice of Life, Comedy, Romance, Ecchi",Uzaki-chan Wants to Hang Out!,宇崎ちゃんは遊びたい！,TV,12,"Jul 10, 2020 to Sep 25, 2020",Summer 2020,"Movic, AT-X, Enterbrain, Sammy, ABC Animation, Kadokawa Media House, Kadokawa, INCS toenter, IMAGICA Lab.",Funimation,ENGI,Manga,23 min. per ep.,PG-13 - Teens 13 or older,3441.0,628,232181,1012,34329,126485,5925,13951,51491,7268.0,9945.0,24959.0,37052.0,19706.0,9425.0,4171.0,1912.0,1008.0,1038.0
12678,34891,Buppu na Mainichi,Unknown,Comedy,Unknown,ぶっぷな毎日,TV,27,"Mar 11, 2017 to Sep 9, 2017",Spring 2017,TV Tokyo,Unknown,MMDGP,Unknown,1 min. per ep.,PG - Children,13530.0,13324,317,0,29,44,9,111,124,7.0,Unknown,5.0,1.0,2.0,11.0,1.0,2.0,2.0,7.0
15232,38925,Kao Haru CMs,Unknown,Slice of Life,Unknown,王 春 CMs,Special,Unknown,"Dec 28, 2018 to ?",Unknown,Trash Studio,Unknown,Unknown,Original,1 min.,G - All Ages,14890.0,15559,164,0,37,0,26,35,66,2.0,Unknown,1.0,4.0,10.0,12.0,2.0,2.0,2.0,3.0
11866,33371,Atom: The Beginning,6.85,"Action, Sci-Fi, Mecha, Seinen",Unknown,アトム ザ・ビギニング,TV,12,"Apr 15, 2017 to Jul 8, 2017",Spring 2017,"NHK, Tezuka Productions, Studio Mausu, NBCUniversal Entertainment Japan, Hakuhodo DY Music & Pictures, Fields",Sentai Filmworks,"Production I.G, OLM, Signal.MD",Manga,25 min. per ep.,PG-13 - Teens 13 or older,4234.0,3165,26904,40,2084,11399,1372,3042,9007,372.0,750.0,2056.0,3157.0,2010.0,1080.0,455.0,172.0,67.0,48.0
